NEIGHBORHOOD,ADDRESS, SALE_PRICE ,SALE_DATE
UPPER EAST SIDE (79-96),"151 EAST 83RD ST, 4D","1,455,000",6/16/2020
HARLEM-CENTRAL,146 WEST 121 STREET,"1,700,000",6/16/2020
UPPER EAST SIDE (79-96),"239 EAST 79TH STREET, 7F","1,750,000",6/16/2020
UPPER EAST SIDE (59-79),"150 EAST 73RD STREET, 5A","1,940,000",6/16/2020
GREENWICH VILLAGE-WEST,"299 WEST 12TH STREET, 12A","2,100,000",6/16/2020
GREENWICH VILLAGE-WEST,"299 WEST 12TH STREET, 12B","2,100,000",6/16/2020
MURRAY HILL,"591 3 AVENUE, 21B","2,295,000",6/16/2020
UPPER WEST SIDE (59-79),"165 WEST END AVENUE, 21PR","2,300,000",6/16/2020
UPPER WEST SIDE (59-79),"10 WEST 66TH STREET, 31D","2,312,000",6/16/2020
ALPHABET CITY,231-233 EAST 4TH STREET,"2,500,000",6/16/2020
SOHO,"70 CHARLTON STREET, 18C","2,997,650",6/16/2020
LITTLE ITALY,"75 KENMARE STREET, 5E","3,025,000",6/16/2020
GRAMERCY,"305 2 AVENUE, 542","3,075,000",6/16/2020
GREENWICH VILLAGE-CENTRAL,"688 BROADWAY, 7B","4,500,000",6/16/2020
UPPER EAST SIDE (59-79),"993 LEXINGTON AVENUE, 9S","4,850,000",6/16/2020
CHELSEA,"221 WEST 17 STREET, 3AB","6,000,000",6/16/2020
MIDTOWN EAST,220 EAST 42ND STREET,"26,726,748",6/16/2020
MIDTOWN EAST,"220 EAST 42ND STREET, 8","26,726,748",6/16/2020
FINANCIAL,"20 WEST STREET, 35F","406,614",6/17/2020
CHELSEA,"227 WEST 16TH STREET, 3ER","480,000",6/17/2020
GRAMERCY,"160 EAST 26TH STREET, 4H","490,000",6/17/2020
GREENWICH VILLAGE-CENTRAL,"15 WEST 12TH STREET, 8G","550,000",6/17/2020
FINANCIAL,"82 BEAVER STREET, PH07","563,603",6/17/2020
MIDTOWN EAST,"2 BEEKMAN PLACE, 9G","570,000",6/17/2020
UPPER EAST SIDE (79-96),"510 EAST 86TH STREET, 7D","575,000",6/17/2020
GRAMERCY,"201 EAST 21ST STREET, 11-M","580,000",6/17/2020
EAST VILLAGE,"111 3RD AVE, 10A","635,000",6/17/2020
UPPER WEST SIDE (96-116),"265 RIVERSIDE DRIVE, 2G","675,000",6/17/2020
GREENWICH VILLAGE-CENTRAL,"211 THOMPSON STREET, 2H","680,000",6/17/2020
CHINATOWN,"50 BAYARD STREET, 2R","765,000",6/17/2020
CHELSEA,"365 WEST 20TH STREET, 11E","770,000",6/17/2020
UPPER WEST SIDE (59-79),"243 WEST 70TH STREET, 8D","775,000",6/17/2020
INWOOD,"60 COOPER STREET, 2G","778,000",6/17/2020
UPPER EAST SIDE (79-96),"301 EAST 79 STREET, 4 L","810,000",6/17/2020
GREENWICH VILLAGE-WEST,"165 CHRISTOPHER STREET, 2 X","825,000",6/17/2020
UPPER WEST SIDE (79-96),"35 WEST 90TH STREET, 4G","860,000",6/17/2020
MURRAY HILL,"10 PARK AVENUE, 7GH","875,000",6/17/2020
WASHINGTON HEIGHTS UPPER,"180 CABRINI BOULEVARD, 116","920,000",6/17/2020
FLATIRON,"105 FIFTH AVENUE, 8A","950,000",6/17/2020
ALPHABET CITY,"399 EAST 8TH STREET, 7A","970,000",6/17/2020
CHELSEA,"255 WEST 23RD ST, 2CE","1,050,000",6/17/2020
UPPER EAST SIDE (59-79),"440 EAST 79TH STREET, 17KL","1,080,000",6/17/2020
WASHINGTON HEIGHTS UPPER,"200 CABRINI BLVD, 16","1,100,000",6/17/2020
UPPER EAST SIDE (79-96),"500 EAST 83RD STREET, 6E","1,160,000",6/17/2020
CHELSEA,"259 WEST 21ST STREET, 4","1,240,000",6/17/2020
UPPER EAST SIDE (59-79),"315 EAST 68TH STREET, 6H","1,282,500",6/17/2020
UPPER WEST SIDE (96-116),"890 WEST END AVENUE, PHA","1,775,000",6/17/2020
UPPER WEST SIDE (59-79),"201 WEST 70TH STREET, 37B","1,875,000",6/17/2020
UPPER EAST SIDE (59-79),"799 PARK AVENUE, 3D","2,160,000",6/17/2020
UPPER EAST SIDE (59-79),"785 PARK AVENUE, 15A","2,225,000",6/17/2020
UPPER WEST SIDE (59-79),"400 WEST 61ST STREET, 22J","2,703,454",6/17/2020
UPPER WEST SIDE (79-96),"2376 BROADWAY, 204","6,878,277",6/17/2020
UPPER EAST SIDE (59-79),158 EAST 63RD STREET,"7,000,000",6/17/2020
CIVIC CENTER,"91 LEONARD STREET, PH2","8,449,973",6/17/2020
CIVIC CENTER,"91 LEONARD STREET, SU63","8,449,973",6/17/2020
GREENWICH VILLAGE-CENTRAL,105 MAC DOUGAL STREET,"22,250,000",6/17/2020
GREENWICH VILLAGE-CENTRAL,103 MAC DOUGAL STREET,"22,250,000",6/17/2020
MIDTOWN CBD,410 MADISON AVENUE,"115,000,000",6/17/2020
MIDTOWN EAST,"5 TUDOR CITY PLACE, A-09","265,000",6/18/2020
UPPER EAST SIDE (79-96),"244 EAST 90TH STREET, 3C","333,765",6/18/2020
EAST VILLAGE,"88 EAST 3RD STREET, 8","449,000",6/18/2020
GRAMERCY,"230 EAST 15TH STREET, 6K","450,000",6/18/2020
INWOOD,"624 WEST 207TH STREET, 23","525,000",6/18/2020
HARLEM-CENTRAL,262 WEST 121ST STREET,"550,000",6/18/2020
KIPS BAY,"301 EAST 22ND STREET, 4N","570,000",6/18/2020
UPPER WEST SIDE (59-79),"246 WEST END AVENUE, 2B","630,000",6/18/2020
UPPER WEST SIDE (96-116),"760 WEST END AVENUE, 3C","665,000",6/18/2020
JAVITS CENTER,"433 W 34, 3K","680,000",6/18/2020
GREENWICH VILLAGE-WEST,"14 HORATIO STREET, 5B","750,000",6/18/2020
UPPER EAST SIDE (59-79),"315 EAST 68TH STREET, 16-O","750,000",6/18/2020
MANHATTAN VALLEY,"392 CENTRAL PARK WEST, 18E","755,000",6/18/2020
GREENWICH VILLAGE-CENTRAL,"250 MERCER STREET, A205","815,000",6/18/2020
GREENWICH VILLAGE-WEST,"31 JANE STREET, 15E","864,000",6/18/2020
KIPS BAY,"311 EAST 38TH STREET, 12B","945,000",6/18/2020
UPPER WEST SIDE (79-96),"225 WEST 83RD STREET, 19A","989,000",6/18/2020
MIDTOWN EAST,"440 EAST 56TH STREET, 2G","995,000",6/18/2020
HARLEM-EAST,241 EAST 123 STREET,"1,000,000",6/18/2020
GRAMERCY,"222 EAST 24TH, 5B","1,030,000",6/18/2020
UPPER WEST SIDE (59-79),"200 WEST 79TH STREET, 6F","1,060,000",6/18/2020
UPPER EAST SIDE (79-96),"245 EAST 93RD STREET, 23A","1,157,000",6/18/2020
UPPER EAST SIDE (79-96),"401 EAST 84TH STREET, 14C","1,200,000",6/18/2020
UPPER WEST SIDE (79-96),"160 WEST 85TH STREET, 5H","1,200,000",6/18/2020
UPPER WEST SIDE (79-96),"545 WEST END AVENUE, 15D","1,301,000",6/18/2020
UPPER WEST SIDE (79-96),"470 WEST END AVENUE, 9C","1,501,000",6/18/2020
MIDTOWN WEST,"50 WEST 47TH STREET, 17FG","1,580,094",6/18/2020
UPPER EAST SIDE (79-96),"970 PARK AVENUE, GFW","1,614,600",6/18/2020
UPPER WEST SIDE (79-96),"222 RIVERSIDE DRIVE, 4A","2,125,000",6/18/2020
MIDTOWN EAST,"305 EAST 51ST STREET, RU6F","2,300,000",6/18/2020
UPPER EAST SIDE (79-96),"501 EAST 79 STREET, 2EF","2,350,000",6/18/2020
UPPER EAST SIDE (59-79),"150 EAST 69TH STREET, 10K","3,400,000",6/18/2020
UPPER WEST SIDE (79-96),"194 RIVERSIDE DRIVE, 3CD","3,637,125",6/18/2020
MIDTOWN WEST,"160 CENTRAL PARK SOUTH, 909","3,795,250",6/18/2020
CHELSEA,"543 WEST 25TH STREET, 7","4,825,000",6/18/2020
SOHO,"167 SPRING STREET, 3E","5,900,000",6/18/2020
UPPER WEST SIDE (79-96),152 WEST 88TH STREET,"6,150,000",6/18/2020
LITTLE ITALY,171 MULBERRY STREET,"6,225,000",6/18/2020
HARLEM-CENTRAL,2023-2037 5 AVENUE,"32,000,000",6/18/2020
MIDTOWN CBD,"432 PARK AVENUE, CLUB","38,789",6/19/2020
MIDTOWN CBD,"432 PARK AVENUE, 28M","237,451",6/19/2020
HARLEM-CENTRAL,"530 MANHATTAN AVENUE, 63","399,900",6/19/2020
WASHINGTON HEIGHTS UPPER,"550 FORT WASHINGTON AVENUE, 2C","445,000",6/19/2020
UPPER WEST SIDE (59-79),"116 WEST 72ND STREET, 10B","450,000",6/19/2020
KIPS BAY,"310 EAST 23RD STREET, 3E","459,000",6/19/2020
UPPER EAST SIDE (79-96),"345 EAST 81ST STREET, 17G","460,000",6/19/2020
GREENWICH VILLAGE-CENTRAL,"115 EAST 9TH STREET, 5P","480,000",6/19/2020
UPPER EAST SIDE (79-96),"235 EAST 87TH ST, 6A","499,000",6/19/2020
UPPER EAST SIDE (79-96),"431 EAST 82ND STREET, 5B","515,000",6/19/2020
MIDTOWN EAST,"433 EAST 51ST STREET, 8G","570,000",6/19/2020
MIDTOWN WEST,"106 CENTRAL PARK SOUTH, 18J","570,000",6/19/2020
UPPER EAST SIDE (79-96),"80 EAST END AVENUE, 10D","610,000",6/19/2020
UPPER WEST SIDE (59-79),"161 WEST 61ST STREET, 12D","615,000",6/19/2020
UPPER EAST SIDE (79-96),"245 EAST 87TH STREET, 11C","625,000",6/19/2020
SOHO,"149 SULLIVAN STREET, 4E","633,500",6/19/2020
MIDTOWN EAST,"2 TUDOR CITY PLACE, 10KN","645,000",6/19/2020
WASHINGTON HEIGHTS UPPER,"25 CHITTENDEN AVENUE, 6B","765,000",6/19/2020
MANHATTAN VALLEY,"410 CENTRAL PARK WEST, 11E","810,000",6/19/2020
UPPER WEST SIDE (96-116),"229 WEST 97TH STREET, 3JK","969,000",6/19/2020
MURRAY HILL,"155 EAST 38TH STREET, 10K","999,999",6/19/2020
FLATIRON,"16 WEST 16TH STREET, 3CS","1,247,500",6/19/2020
UPPER EAST SIDE (59-79),"875 FIFTH AVENUE, 2F","1,250,000",6/19/2020
UPPER EAST SIDE (79-96),"8 EAST 83RD STREET, 9/10D","1,340,000",6/19/2020
MIDTOWN EAST,"400 EAST 56TH STREET, 16D","1,600,000",6/19/2020
ALPHABET CITY,"227 EAST 7TH STREET, 2","1,620,000",6/19/2020
CHELSEA,"450 WEST 17TH STREET, 1510","1,625,000",6/19/2020
UPPER WEST SIDE (79-96),"200 WEST 86TH STREET, 11E","1,735,000",6/19/2020
UPPER EAST SIDE (59-79),"363 EAST 76TH STREET, 17EF","1,825,000",6/19/2020
UPPER EAST SIDE (79-96),"245 EAST 87TH STREET, 10FG","2,100,000",6/19/2020
LOWER EAST SIDE,"250 SOUTH STREET, 21L","2,190,129",6/19/2020
GREENWICH VILLAGE-CENTRAL,"20 EAST 9TH STREET, 9B","2,200,000",6/19/2020
FLATIRON,"212 5TH AVENUE, 12B","3,250,000",6/19/2020
UPPER EAST SIDE (59-79),"730 PARK AVENUE, 4A","3,500,000",6/19/2020
UPPER EAST SIDE (59-79),"200 EAST 69TH STREET, 5O","763,688",6/20/2020
CLINTON,"450 WEST 55TH STREET, 3RE","309,000",6/22/2020
UPPER EAST SIDE (79-96),"229 EAST 81ST ST, V","379,000",6/22/2020
GRAMERCY,"330 THIRD AVENUE, 18L","383,000",6/22/2020
INWOOD,"585 WEST 214TH STREET, 2B","395,000",6/22/2020
UPPER WEST SIDE (59-79),"150 WEST END AVE., 3B","440,000",6/22/2020
UPPER WEST SIDE (59-79),"150 WEST END AVE, 8P","472,000",6/22/2020
GRAMERCY,"4 LEXINGTON AVENUE, 6F","475,000",6/22/2020
MURRAY HILL,"200 EAST 36TH STREET, 5H","500,000",6/22/2020
MIDTOWN CBD,"150 EAST 49TH STREET, 1D","550,000",6/22/2020
UPPER EAST SIDE (79-96),"245 EAST 87TH STREET, 7G","565,000",6/22/2020
GRAMERCY,"205 THIRD AVENUE, 10A","570,000",6/22/2020
HARLEM-EAST,"1810 3RD AVENUE, 3A","615,000",6/22/2020
HARLEM-CENTRAL,"42 WEST 120 STREET, 5D","765,000",6/22/2020
TRIBECA,"225 RECTOR PLACE, 21E","855,000",6/22/2020
GREENWICH VILLAGE-WEST,"165 PERRY STREET, 3D","915,000",6/22/2020
UPPER WEST SIDE (59-79),"303 WEST 66TH STREET, 18CW","987,000",6/22/2020
UPPER EAST SIDE (79-96),"445 EAST 86TH STREET, 5AJ","1,162,600",6/22/2020
UPPER EAST SIDE (79-96),"21 EAST 90TH STREET, 10D","1,200,000",6/22/2020
MIDTOWN EAST,"870 UNITED NATIONS PLAZA, 15G","1,300,000",6/22/2020
HARLEM-CENTRAL,"117 WEST 123RD ST, 6C","1,325,000",6/22/2020
UPPER EAST SIDE (59-79),"118 EAST 60TH STREET, 24H","1,325,000",6/22/2020
MIDTOWN CBD,"135 EAST 54TH STREET, 15K","1,425,000",6/22/2020
UPPER WEST SIDE (59-79),25 CENTRAL PARK WEST,"1,550,000",6/22/2020
FINANCIAL,"15 BROAD STREET, 2600","1,880,000",6/22/2020
UPPER WEST SIDE (59-79),"400 WEST 61ST STREET, 27F","1,960,131",6/22/2020
CHELSEA,"101 WEST 24TH STREET, 20A","2,070,000",6/22/2020
GRAMERCY,"215 EAST 19TH STREET, 3A","2,325,000",6/22/2020
TRIBECA,"200 CHAMBERS STREET, 26E","2,845,000",6/22/2020
UPPER EAST SIDE (59-79),"150 EAST 69TH STREET, 17K","3,074,000",6/22/2020
UPPER WEST SIDE (59-79),"400 WEST 61ST STREET, 23E","3,207,488",6/22/2020
UPPER WEST SIDE (59-79),"400 WEST 61ST STREET, 25B","4,738,000",6/22/2020
MORNINGSIDE HEIGHTS,92 CLAREMONT AVENUE,"60,727,250",6/22/2020
MORNINGSIDE HEIGHTS,100 CLAREMONT AVENUE,"60,727,250",6/22/2020
HARLEM-UPPER,"509 WEST 142ND STREET, 6E","50,202",6/23/2020
CLINTON,"635 WEST 42ND STREET, 16N","65,000",6/23/2020
INWOOD,"91 PAYSON AVE, 3F","410,000",6/23/2020
UPPER EAST SIDE (79-96),"525 EAST 82ND STREET, 5E","425,000",6/23/2020
UPPER WEST SIDE (79-96),"320 WEST 84 STREET, 1E","443,000",6/23/2020
UPPER EAST SIDE (79-96),"200 EAST 90TH STREET, 17C","550,000",6/23/2020
FINANCIAL,"20 WEST STREET, 15L","565,000",6/23/2020
MIDTOWN EAST,"209 E 56TH STREET, 6-D","620,000",6/23/2020
UPPER EAST SIDE (96-110),"1270 FIFTH AVENUE, 2F","641,000",6/23/2020
GRAMERCY,"160 EAST 27 STREET, 8A","645,000",6/23/2020
UPPER EAST SIDE (79-96),"178 EAST 80TH STREET, 20E","655,000",6/23/2020
LOWER EAST SIDE,"266 EAST BROADWAY, B1005","665,000",6/23/2020
UPPER EAST SIDE (59-79),"420 EAST 64TH STREET, E10A","680,000",6/23/2020
GRAMERCY,"145 EAST 15TH STREET, 16A","705,000",6/23/2020
GRAMERCY,"200 EAST 27TH STREET, 9T","730,000",6/23/2020
UPPER EAST SIDE (79-96),"11 EAST 87TH STREET, 7E","730,000",6/23/2020
LOWER EAST SIDE,"266 EAST BROADWAY, B1004","765,000",6/23/2020
HARLEM-CENTRAL,"10 LENOX AVENUE, 5F","840,056",6/23/2020
UPPER EAST SIDE (59-79),"207 EAST 74TH STREET, PHA","850,000",6/23/2020
SOUTHBRIDGE,"77 FULTON STREET, 22L","900,000",6/23/2020
UPPER WEST SIDE (59-79),"161 WEST 61ST STREET, 14B","950,000",6/23/2020
CHELSEA,"470 WEST 24TH STREET, 16J","965,000",6/23/2020
MIDTOWN EAST,"235 EAST 57TH STREET, 16F","1,200,000",6/23/2020
UPPER WEST SIDE (79-96),"101 WEST 79TH STREET, 6G","1,325,000",6/23/2020
MANHATTAN VALLEY,"2131 FREDRICK DOUGLASS BL, 8C","1,420,000",6/23/2020
MIDTOWN EAST,"400 EAST 56TH STREET, 9D","1,578,000",6/23/2020
CHELSEA,"655 6TH AVE, 3K","1,580,000",6/23/2020
UPPER EAST SIDE (59-79),"700 PARK AVENUE, 2A","1,650,000",6/23/2020
UPPER EAST SIDE (79-96),"135 EAST 83RD STREET, 8/9C","1,750,304",6/23/2020
MURRAY HILL,"310 LEXINGTON AVENUE, 4A4J","1,810,000",6/23/2020
UPPER EAST SIDE (59-79),"155 EAST 76TH STREET, 8H","2,295,000",6/23/2020
UPPER WEST SIDE (79-96),"175 RIVERSIDE DRIVE, 5H","2,860,000",6/23/2020
UPPER WEST SIDE (79-96),"160 WEST 87TH STREET, 8B/8C","2,870,000",6/23/2020
UPPER EAST SIDE (79-96),"139 E 94TH STREET, 4AB","4,125,000",6/23/2020
GREENWICH VILLAGE-WEST,"275 WEST 10TH STREET, 9C","14,075,000",6/23/2020
UPPER WEST SIDE (59-79),"101 CENTRAL PARK WEST, 9E","15,192,500",6/23/2020
MIDTOWN EAST,"320 EAST 42ND STREET, 302","295,000",6/24/2020
MIDTOWN EAST,"321 EAST 45TH STREET, 3B","330,000",6/24/2020
UPPER EAST SIDE (59-79),"520 E 72 ST, 12E","400,000",6/24/2020
MIDTOWN EAST,"321 EAST 48TH STREET, 8K","460,000",6/24/2020
FINANCIAL,"99 JOHN STREET, 421","688,000",6/24/2020
GRAMERCY,"142 EAST 16 STREET, 2E","738,000",6/24/2020
MIDTOWN CBD,"117 EAST 57TH STREET, 46C","750,000",6/24/2020
ALPHABET CITY,"399 EAST 8TH STREET, 7B","765,000",6/24/2020
UPPER EAST SIDE (79-96),"345 EAST 80TH STREET, 17H","780,000",6/24/2020
MIDTOWN EAST,"245 EAST 50TH STREET, 2A","800,000",6/24/2020
MIDTOWN EAST,"209 EAST 51ST STREET, 7A","835,000",6/24/2020
MIDTOWN EAST,"209 EAST 51ST STREET, STO22","835,000",6/24/2020
UPPER EAST SIDE (59-79),"315 E 65TH STREET, 8A","840,000",6/24/2020
UPPER EAST SIDE (59-79),"710 PARK AVENUE, 3D","875,000",6/24/2020
LOWER EAST SIDE,"208 EAST BROADWAY, J1404","1,125,000",6/24/2020
FINANCIAL,"55 LIBERTY STREET, 28C","1,275,000",6/24/2020
KIPS BAY,"300 EAST 40TH STREET, 14B","1,380,000",6/24/2020
UPPER WEST SIDE (59-79),"125 W. 76TH, 7C","1,450,000",6/24/2020
KIPS BAY,"385 FIRST AVE, 3E","1,626,859",6/24/2020
GREENWICH VILLAGE-CENTRAL,"23 EAST 10TH STREET, 314","1,720,000",6/24/2020
UPPER WEST SIDE (59-79),"140 WEST 74 STREET, 2/3F","1,743,000",6/24/2020
UPPER WEST SIDE (59-79),"161 WEST 61ST STREET, 34C","1,800,000",6/24/2020
UPPER EAST SIDE (59-79),"969 FIFTH AVENUE, PH1","2,150,000",6/24/2020
GREENWICH VILLAGE-WEST,"2 GROVE STREET, 2EF","2,200,000",6/24/2020
GREENWICH VILLAGE-WEST,"299 WEST 12TH STREET, 17J","2,200,000",6/24/2020
CHELSEA,"360 WEST 22ND STREET, 15B","2,400,000",6/24/2020
UPPER WEST SIDE (59-79),"60 RIVERSIDE BOULEVARD, 2702","2,410,000",6/24/2020
GREENWICH VILLAGE-CENTRAL,"382 LAFAYETTE, 7","2,443,800",6/24/2020
UPPER WEST SIDE (96-116),"215 WEST 98TH STREET, 10B","2,595,000",6/24/2020
UPPER WEST SIDE (79-96),326 WEST 87TH STREET,"6,650,000",6/24/2020
UPPER WEST SIDE (79-96),"300 CENTRAL PARK WEST, 27D","7,500,000",6/24/2020
UPPER WEST SIDE (59-79),"170 WEST END AVENUE, PSR15","65,000",6/25/2020
UPPER EAST SIDE (59-79),"301 EAST 63RD STREET, 14E","350,000",6/25/2020
FLATIRON,"69 FIFTH AVENUE, 4H","450,000",6/25/2020
UPPER WEST SIDE (96-116),"127 WEST 96 STREET, 14F","499,999",6/25/2020
UPPER EAST SIDE (59-79),"520 EAST 76 STREET, 10D","523,000",6/25/2020
CHINATOWN,"210 CANAL STREET, 406","527,000",6/25/2020
CLINTON,"406 WEST 46TH STREET, 3B","540,000",6/25/2020
GRAMERCY,"230 EAST 15TH STREET, 3A","585,000",6/25/2020
GREENWICH VILLAGE-CENTRAL,"23 WAVERLY PL, 5U","590,000",6/25/2020
MIDTOWN WEST,"301 WEST 57TH STREET, 5DD","630,000",6/25/2020
UPPER EAST SIDE (79-96),"245 EAST 93RD STREET, 17B","710,000",6/25/2020
JAVITS CENTER,"430 WEST 34TH STREET, 12H","767,500",6/25/2020
UPPER WEST SIDE (96-116),"855 WEST END AVE, 4C","775,000",6/25/2020
MIDTOWN EAST,"865 1ST AVENUE, 8C","790,000",6/25/2020
HARLEM-UPPER,"435 CONVENT AVENUE, 64","795,000",6/25/2020
MIDTOWN CBD,"432 PARK AVENUE, 28A","800,000",6/25/2020
UPPER WEST SIDE (79-96),"230 CENTRAL PARK WEST, 3E","840,000",6/25/2020
MURRAY HILL,"201 EAST 28TH STREET, 17E","860,000",6/25/2020
MURRAY HILL,"201 EAST 28TH STREET, 8D","940,000",6/25/2020
LOWER EAST SIDE,"42 ALLEN STREET, 7A","965,000",6/25/2020
UPPER WEST SIDE (59-79),"10 WEST END AVENUE, 3C","999,000",6/25/2020
MIDTOWN EAST,"225 EAST 57TH STREET, 9G","1,070,000",6/25/2020
HARLEM-CENTRAL,"1855 7TH AVENUE, 2C","1,125,000",6/25/2020
UPPER EAST SIDE (59-79),"315 EAST 68TH STREET, 13H","1,170,000",6/25/2020
WASHINGTON HEIGHTS UPPER,"125 CABRINI BOULEVARD, A6163","1,175,000",6/25/2020
UPPER WEST SIDE (59-79),"161 WEST 75TH STREET, 15C","1,440,000",6/25/2020
UPPER WEST SIDE (96-116),"375 RIVERSIDE DRIVE, 4E","1,575,000",6/25/2020
UPPER WEST SIDE (59-79),"5 RIVERSIDE DR, 4C","1,625,000",6/25/2020
UPPER WEST SIDE (96-116),"885 WEST END AVE, GA","1,725,000",6/25/2020
UPPER EAST SIDE (59-79),"125 EAST 63RD STREET, 8A","1,800,000",6/25/2020
UPPER WEST SIDE (59-79),"60 RIVERSIDE DRIVE, 20C","1,900,000",6/25/2020
UPPER WEST SIDE (59-79),"15 WEST 61ST STREET, 25C","1,950,000",6/25/2020
MURRAY HILL,"45 PARK AVENUE, 1503","2,200,000",6/25/2020
TRIBECA,"148 CHAMBERS STREET, 4","2,300,000",6/25/2020
CHELSEA,"450 WEST 17TH STREET, 2108","2,800,000",6/25/2020
UPPER EAST SIDE (59-79),"860 FIFTH AVENUE, 9H","2,995,000",6/25/2020
CLINTON,451 WEST 50TH STREET,"3,050,000",6/25/2020
UPPER WEST SIDE (59-79),"21 WEST 75TH STREET, PH","3,800,000",6/25/2020
UPPER EAST SIDE (96-110),1650 MADISON AVENUE,"4,000,000",6/25/2020
CIVIC CENTER,"9 MURRAY STREET, 8SE","4,350,000",6/25/2020
UPPER EAST SIDE (79-96),242 EAST 83RD STREET,"5,000,000",6/25/2020
UPPER EAST SIDE (79-96),1766 SECOND AVENUE,"8,000,000",6/25/2020
UPPER EAST SIDE (79-96),"1768 SECOND AVENUE, RES","8,000,000",6/25/2020
UPPER EAST SIDE (79-96),"1768 SECOND AVENUE, CU","8,000,000",6/25/2020
GREENWICH VILLAGE-WEST,"275 WEST 10TH STREET, PHB","19,025,000",6/25/2020
FINANCIAL,"50 WEST STREET, 14A","155,792",6/26/2020
MIDTOWN WEST,"326 WEST 43RD STREET, 1/2RW","267,955",6/26/2020
CLINTON,"431 WEST 54TH STREET, 3D","320,000",6/26/2020
CLINTON,"464 - 468 WEST 51 STREET, 2E","330,000",6/26/2020
UPPER EAST SIDE (79-96),"200 EAST 95TH STREET, 3F","382,600",6/26/2020
MURRAY HILL,"7 PARK AVE, 3J","400,000",6/26/2020
HARLEM-CENTRAL,"2082 FREDERICK DOUGLASS BLVD, 1B","412,500",6/26/2020
HARLEM-CENTRAL,"137 WEST 142ND STREET, 2B","500,000",6/26/2020
KIPS BAY,"333 EAST 14TH STREET, 7N","505,000",6/26/2020
FINANCIAL,"55 WALL STREET, 614","540,000",6/26/2020
FINANCIAL,"75 WALL STREET, 25J","600,000",6/26/2020
CHELSEA,"85 EIGHTH AVENUE, 5H","630,000",6/26/2020
WASHINGTON HEIGHTS UPPER,"160 CABRINI BOULEVARD, 22","634,000",6/26/2020
FINANCIAL,"99 JOHN STREET, 525","645,000",6/26/2020
HARLEM-EAST,"440 EAST 117TH STREET, 2A","649,000",6/26/2020
UPPER EAST SIDE (79-96),"64 E91, 4","650,000",6/26/2020
UPPER EAST SIDE (79-96),"1065 PARK AVENUE, 3C","705,000",6/26/2020
WASHINGTON HEIGHTS UPPER,"360 CABRINI BLVD, 5B","725,000",6/26/2020
UPPER WEST SIDE (59-79),"150 WEST END AVE, 11S","750,000",6/26/2020
UPPER WEST SIDE (59-79),"205 WEST END AVENUE, 6A","765,000",6/26/2020
UPPER EAST SIDE (59-79),"220 EAST 65TH STREET, 5A","815,000",6/26/2020
ALPHABET CITY,"399 EAST 8TH STREET, 2A","906,243",6/26/2020
MIDTOWN WEST,"322 WEST 57TH STREET, 37U","915,000",6/26/2020
MANHATTAN VALLEY,"370 CENTRAL PARK WEST, 311","955,000",6/26/2020
UPPER WEST SIDE (59-79),"230 WEST END AVENUE, 3D","960,000",6/26/2020
GREENWICH VILLAGE-CENTRAL,"35 EAST 10TH STREET, 7H","995,000",6/26/2020
EAST VILLAGE,"211 EAST 13TH STREET, 5G","1,350,000",6/26/2020
UPPER EAST SIDE (79-96),"1025 FIFTH AVENUE, 6DS","1,350,000",6/26/2020
HARLEM-EAST,"215 EAST 96TH STREET, 40H","1,375,000",6/26/2020
MURRAY HILL,"325 FIFTH AVENUE, 10A","1,450,000",6/26/2020
CHELSEA,"107 WEST 25TH STREET, 5A","1,515,000",6/26/2020
MIDTOWN WEST,"350 WEST 42ND STREET, 32B","1,530,000",6/26/2020
MIDTOWN EAST,"245 EAST 53RD STREET, 3","1,733,571",6/26/2020
LOWER EAST SIDE,"196 ORCHARD STREET, 5L","1,749,500",6/26/2020
LOWER EAST SIDE,"196 ORCHARD STREET, SU12","1,749,500",6/26/2020
UPPER EAST SIDE (79-96),"1155 PARK AVENUE, 6N","2,250,000",6/26/2020
UPPER WEST SIDE (59-79),"200 RIVERSIDE BOULEVARD, 27A","2,375,000",6/26/2020
UPPER EAST SIDE (79-96),556 EAST 87TH STREET,"3,397,500",6/26/2020
WASHINGTON HEIGHTS LOWER,"503 WEST 174TH ST., #43","2,500",6/29/2020
WASHINGTON HEIGHTS LOWER,"503 WEST 174TH STREET, #3","2,500",6/29/2020
WASHINGTON HEIGHTS LOWER,"503 WEST 174TH ST., #42","2,500",6/29/2020
WASHINGTON HEIGHTS LOWER,"503 WEST 174TH STREET, #31","2,500",6/29/2020
WASHINGTON HEIGHTS LOWER,"503 WEST 174TH STREET, #33","2,500",6/29/2020
WASHINGTON HEIGHTS LOWER,"503 WEST 174TH STREET, #25","2,500",6/29/2020
WASHINGTON HEIGHTS LOWER,"503 WEST 174TH STREET, #44","2,500",6/29/2020
WASHINGTON HEIGHTS LOWER,"503 WEST 174TH STREET, #34","2,500",6/29/2020
WASHINGTON HEIGHTS LOWER,"503 WEST 174TH STREET, #51","2,500",6/29/2020
UPPER WEST SIDE (59-79),"170 WEST END AVENUE, PSF25","85,000",6/29/2020
UPPER EAST SIDE (79-96),"415 EAST 80TH STREET, 3H","297,500",6/29/2020
UPPER EAST SIDE (79-96),"312 EAST 89TH STREET, 5B","340,000",6/29/2020
INWOOD,"251 SEAMAN AVE, 3K","349,000",6/29/2020
